"source_id","source_name","author","title","description","url","url_to_image","published_at","content","top_article","engagement_reaction_count","engagement_comment_count","engagement_share_count","engagement_comment_plugin_count"
"reuters","Reuters","Reuters Editorial","NTSB says Autopilot engaged in 2018 California Tesla crash","""The National Transportation Safety Board said Tuesday a Tesla Model S was in Autopilot mode when it struck a fire truck in Culver City, California -- one of a series of crashes the board is investigating involving Tesla's driver assistance system.""","https://www.reuters.com/article/us-tesla-crash-idUSKCN1VO22E","https://s4.reutersmedia.net/resources/r/?m=02&d=20190903&t=2&i=1425817142&w=1200&r=LYNXNPEF821HS","2019-09-03T16:22:20Z","""WASHINGTON (Reuters) - The National Transportation Safety Board said Tuesday a Tesla Model S was in Autopilot mode when it struck a fire truck in Culver City, California one of a series of crashes the board is investigating involving Tesla’s driver assistance… [+478 chars]""",0,0,0,2528,0
"the-irish-times","The Irish Times","Eoin Burke-Kennedy","Unemployment falls to post-crash low of 5.2%","Latest monthly figures reflect continued growth in headline employment","https://www.irishtimes.com/business/economy/unemployment-falls-to-post-crash-low-of-5-2-1.4006266","https://www.irishtimes.com/image-creator/?id=1.4006265&origw=620","2019-09-03T10:32:28Z","""The States jobless rate fell to 5.2 per cent last month, according to the latest official figures. This was higher than previously reported on account of an upward revision by the Central Statistics Office (CSO), one of several in the last two years.\r\nNonethe… [+800 chars]""",0,6,10,2,0
"the-irish-times","The Irish Times","Deirdre McQuillan","""Louise Kennedy AW2019: Long coats, sparkling tweed dresses and emerald knits""","Autumn-winter collection features designer’s glittering take on Black Watch tartan","https://www.irishtimes.com/\t\t\t\t\t\t\t/life-and-style/fashion/louise-kennedy-aw2019-long-coats-sparkling-tweed-dresses-and-emerald-knits-1.4006504\t","https://www.irishtimes.com/image-creator/?id=1.4006499&origw=1200","2019-09-03T14:40:00Z","""Louise Kennedy is showing off her autumn-winter collection in Dublin tonight and the show will start with her glittering new take on Black Watch tartan.\r\nSixteen models will present more than 60 ensembles to over 200 guests, including the designers close frie… [+2156 chars]""",1,null,null,null,null
"al-jazeera-english","Al Jazeera English","Al Jazeera","North Korean footballer Han joins Italian giants Juventus","Han is the first North Korean player in the Serie A and was praised during his appearances during youth World Cups.","https://www.aljazeera.com/news/2019/09/north-korean-footballer-han-joins-italian-giants-juventus-190903164640390.html","https://www.aljazeera.com/mritems/Images/2019/9/3/23c9eebde4cb4c3b91d9e5f36ab1d65c_18.jpg","2019-09-03T17:25:39Z","""Han Kwang Song, the first North Korean footballer to score in the Italian Serie A league, has joined reigning champions Juventus on loan from Cagliari.\r\nHan signed a one-year contract with the club with an option to buy after the year ends for five million eu… [+1240 chars]""",0,0,0,7,0
"bbc-news","BBC News","BBC News","UK government lawyer says proroguing parliament 'political not legal'","""The UK government's lawyer, David Johnston argued that proroguing parliament was a political decision for the government, rather than a legal matter for the court to decide.""","https://www.bbc.co.uk/news/av/uk-scotland-49564244/uk-government-lawyer-says-proroguing-parliament-political-not-legal","https://ichef.bbci.co.uk/news/1024/branded_news/3F83/production/_108595261_p07mbm5m.jpg","2019-09-03T14:39:21Z",null,0,0,0,0,0
"abc-news","ABC News","The Associated Press","'This Tender Land' is an affecting story about growing up","""\""This Tender Land\"" by William Kent Krueger is an affecting story about growing up and overcoming a childhood filled with neglect, abuse and racism during the Depression.""","https://abcnews.go.com/Entertainment/wireStory/tender-land-affecting-story-growing-65359757",null,"2019-09-03T15:56:49Z","""\""This Tender Land: a Novel\"" (Atria Books), by William Kent Krueger\r\nStrands of the adventures of Huck Finn and Tom Sawyer on the Mississippi River echo throughout William Kent Krueger's lyrical, compassionate \""This Tender Land\"" in which four children try to e… [+2822 chars]""",0,0,0,0,0
"reuters","Reuters","Reuters Editorial","EU wants to see if lawmakers will block Brexit before striking new deal: UK's Johnson","""The European Union is waiting to see if British lawmakers block Brexit before giving Britain concessions to strike a new withdrawal agreement, Prime Minister Boris Johnson said.""","https://www.reuters.com/article/us-britain-eu-johnson-concession-idUSKCN1VO22Z","https://s2.reutersmedia.net/resources/r/?m=02&d=20190903&t=2&i=1425818862&w=1200&r=LYNXNPEF821I3","2019-09-03T16:25:41Z","""LONDON (Reuters) - The European Union is waiting to see if British lawmakers block Brexit before giving Britain concessions to strike a new withdrawal agreement, Prime Minister Boris Johnson said. \r\nJohnson, who has pledged that Britain will leave the EU on O… [+777 chars]""",0,0,0,817,0
"reuters","Reuters","Reuters Editorial","European third quarter profit outlook improves slightly but still in recession: Refinitv","""Earnings and revenue expectations for European companies for the third quarter have improved very slightly, although the region is still expected to be in a corporate recession, according to data on Tuesday.'""","https://www.reuters.com/article/us-europe-stocks-results-idUSKCN1VO24X","https://s2.reutersmedia.net/resources/r/?m=02&d=20190903&t=2&i=1425826613&w=1200&r=LYNXNPEF821KH","2019-09-03T16:53:48Z","""LONDON (Reuters) - Earnings and revenue expectations for European companies for the third quarter have improved very slightly, although the region is still expected to be in a corporate recession, according to data on Tuesday. \r\nCompanies listed on the pan-Eu… [+640 chars]""",0,0,0,0,0
"bbc-news","BBC News","https://www.facebook.com/bbcnews","How are emotional support animals allowed on flights?","""There's been support dogs, a support turkey, and now a support horse on a plane - what's going on?""","https://www.bbc.co.uk/news/newsbeat-49564227","https://ichef.bbci.co.uk/news/1024/branded_news/14545/production/_108596238_dog-edit.jpg","2019-09-03T16:21:52Z","""Image copyrightGetty Images\r\nYou might have seen pictures in the past of some pretty strange animals who've boarded flights.\r\nFrom a kangaroo to a turkey... and now a miniature horse called Flirty. Small for a horse maybe, but still pretty big to be sat next … [+2380 chars]""",0,4,6,12,0
"the-irish-times","The Irish Times","Pat Leahy","Boris Johnson to meet Leo Varadkar in Dublin on Monday","UK prime minister will meet Taoiseach for talks on Brexit and Northern Ireland","https://www.irishtimes.com/news/politics/boris-johnson-to-meet-leo-varadkar-in-dublin-on-monday-1.4006533","https://www.irishtimes.com/image-creator/?id=1.4006532&origw=1440","2019-09-03T15:04:43Z","""The British Prime Minister Boris Johnson is to visit Dublin next Monday for a meeting with Taoiseach Leo Varadkar.\r\nMr Johnson will meet Mr Varadkar for talks on Brexit and the North, it is expected, amid continuing political turmoil at Westminster and growin… [+1190 chars]""",0,50,77,8,0
"al-jazeera-english","Al Jazeera English","Sahar Halaimzai","The Afghan 'peace' deal will not bring peace to the Afghan people","""While rushing to strike an agreement with the Taliban ahead of the 2020 election, Washington is ignoring Afghan demands.""","https://www.aljazeera.com/indepth/opinion/afghan-peace-deal-bring-peace-afghan-people-190903105533074.html","https://www.aljazeera.com/mritems/Images/2019/9/3/90c5afb6c8fa44f8b3880c7c082ad84f_18.jpg","2019-09-03T15:54:56Z","""In 2001, The United States government invaded Afghanistan with the explicit aim to remove the Islamic fundamentalist group, the Taliban, from power. Some 18 years later, the US government is negotiating a peace deal with the same violent group.\r\nSince the US … [+5158 chars]""",0,17,1,20,0
"the-new-york-times","The New York Times","Ben Rothenberg","Daniil Medvedev Rides a Wave of Hostility at the U.S. Open","The 23-year-old has advanced to his first Grand Slam quarterfinal and turned a booing New York crowd into a bunch of amusing adversaries.","https://www.nytimes.com/2019/09/03/sports/tennis/daniil-medvedev-us-open.html","https://static01.nyt.com/images/2019/09/03/sports/03MEDVEDEVprint/03MEDVEDEVprint-facebookJumbo-v2.jpg","2019-09-03T09:59:38Z","""Im satisfied because I made a step forward in my career, Medvedev said of reaching the quarterfinals. I did something I havent achieved before, and something I would have dreamt of one and a half weeks ago. But I can only be happy if I win the U.S. Open, whic… [+1369 chars]""",0,9,7,33,0
"cnn","CNN","""Marianne Garvey, CNN""","'Saved by the Bell' just may have a reunion coming up","\"Saved by the Bell\" may be coming back.","https://www.cnn.com/2019/09/03/entertainment/saved-by-bell-reunion-trnd/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190422084607-saved-by-the-bell-super-tease.jpg","2019-09-03T12:45:52Z",null,0,37,5,43,0
"reuters","Reuters","Reuters Editorial","Marks & Spencer to be kicked out of FTSE 100 for first time","""Marks & Spencer will be relegated from London's FTSE 100 <.FTSE> index for the first time since the inception of the blue-chip index in 1984, according to Reuters calculations based on Tuesday's closing prices.""","https://www.reuters.com/article/us-m-s-stock-ftse-intl-idUSKCN1VO25A","https://s3.reutersmedia.net/resources/r/?m=02&d=20190903&t=2&i=1425825207&w=1200&r=LYNXNPEF821K5","2019-09-03T16:51:04Z","""LONDON (Reuters) - Marks &amp; Spencer (MKS.L) will be relegated from London's FTSE 100 .FTSE index for the first time since the inception of the blue-chip index in 1984, according to Reuters calculations based on Tuesday's closing prices. \r\nThe 135-year old … [+706 chars]""",0,0,0,716,0
"bbc-news","BBC News",null,"Neil Lennon: Celtic manager 'very pleased' with the club's transfer business","""Celtic have had a \""very good\"" transfer window despite \""sniping\"" from outside the club, says manager Neil Lennon.""","https://www.bbc.co.uk/sport/football/49570791","https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/0E2E/production/_108603630_19258760.jpg","2019-09-03T17:06:05Z","""Media playback is not supported on this device\r\n'A very good transfer window' - Lennon\r\nCeltic have had a \""very good\"" transfer window despite \""sniping\"" from outside the club, says manager Neil Lennon.\r\nThe deadline-day arrival of Kilmarnock left-back Greg Tay… [+1702 chars]""",0,0,0,0,0
"bbc-news","BBC News","https://www.facebook.com/bbcnews","Putney child murder suspects detained by police","""The 15-month-old child suffered a cardiac arrest at an address in Putney, before dying in hospital.""","https://www.bbc.co.uk/news/uk-england-london-49568520","https://ichef.bbci.co.uk/news/1024/branded_news/12E08/production/_108602377_hi056068499.jpg","2019-09-03T15:49:37Z","""A murder inquiry has begun after a child died following reports they had gone into cardiac arrest.\r\nA man and woman, both 29, have been detained in connection with the child's death in Putney, south-west London.\r\nMet Police officers were called to a residenti… [+435 chars]""",0,1,0,3,0
"the-new-york-times","The New York Times","Amy Qin","Attack at School in China Leaves at Least 8 Children Dead","""The police said they had arrested a 40-year-old male suspect, but the local authorities did not mention the method of attack or a possible motive.""","https://www.nytimes.com/2019/09/03/world/asia/china-attack-school.html","https://static01.nyt.com/newsgraphics/images/icons/defaultPromoCrop.png","2019-09-03T14:21:44Z","It said the wounded children had been taken to hospitals for treatment. There was no immediate word on their conditions.\r\nCalls to the Enshi public security bureau Tuesday night went unanswered.\r\nA report published online on Monday by the Guangzhou-based news… [+781 chars]",0,7,8,35,0
"cbs-news","CBS News","CBS/AP","Coast Guard suspends search efforts for victims of deadly boat fire","Investigators have received more than 100 calls from family and friends who believe their loved ones were on board the ill-fated vessel","https://www.cbsnews.com/news/california-boat-fire-coast-guard-suspends-search-efforts-for-victims-santa-cruz-island-2019-09-03/","https://cbsnews2.cbsistatic.com/hub/i/r/2019/09/02/89d4affc-8b8e-49a9-a0d7-f6c5270bfd9b/thumbnail/1200x630/91214808e3ea8619036baf726e8ea146/california-boat-fire-eddwb-qvuaiq3ld.jpg","2019-09-03T17:47:00Z","""The U.S. Coast Guard has suspended the search for victims of a deadly fire on a commercial diving vessel near the Southern California coast. Rescuers recovered 20 bodies as crews worked to find 14 others, officials said in a news conference Tuesday.\r\nOfficial… [+1249 chars]""",1,0,0,1,0
"the-irish-times","The Irish Times","Eoin Burke-Kennedy","Exchequer boost for Government ahead of budget","Latest figures suggest Governmet is on course to hit its tax and spending targets","https://www.irishtimes.com/business/economy/exchequer-boost-for-government-ahead-of-budget-1.4006610","https://www.irishtimes.com/image-creator/?id=1.4006609&origw=1440","2019-09-03T15:30:19Z","""The Government has received a timely boost ahead of next months budget with the latest exchequer returns showing it is on course to hit its tax and spending targets for the year.\r\nThe figures, which will be central to the budgetary arithmetic, show the Govern… [+1889 chars]""",0,0,0,1,0
"newsweek","Newsweek","Steven Asarch","Netflix The Dark Crystal: Age of Resistance Review: The Muppets Meet 'Game of Thrones'","""Travel back to Thra and see what the Gelfling, Skeksi, Mystics and more look like in 2019.""","https://www.newsweek.com/netflix-dark-crystal-age-resistance-review-muppets-game-thrones-1457428","https://d.newsweek.com/en/full/1524710/dark-crystal-age-resistance-podlings.jpg","2019-09-03T15:34:39Z","""Jim Henson has one of the most storied legacies of any 20th Century creative. After creating The Muppets, Fraggle Rock and Sesame Street, changing the landscape of modern television, Henson hoped to create something grander. In 1982, alongside his longtime pa… [+3416 chars]""",0,0,0,4,0
"al-jazeera-english","Al Jazeera English","Al Jazeera","Brexit: All the latest updates","""UK legislators ready for crucial vote on PM Johnson's plan to exit the EU by Halloween, with or without a divorce deal.""","https://www.aljazeera.com/news/2019/09/brexit-latest-updates-190903131130125.html","https://www.aljazeera.com/mritems/Images/2019/9/3/7d75bdd04428412088833883a0841ac9_18.jpg","2019-09-03T14:55:44Z","""British Prime Minister Boris Johnson faces a parliamentary showdown over his bid to guide the United Kingdom out of the European Union by an October 31 deadline, with or without a divorce deal.\r\nOn their first day back after summer holidays, rebel and opposit… [+4500 chars]""",0,0,0,24,0
"business-insider","Business Insider","Daniel Strauss","US factory activity unexpectedly slowed last month for the first time in 3 years — and Trump's trade war was the main culprit","US factory activity unexpectedly fell in August for the first time since January 2016. The contraction came as the US-China trade war continued to reduce demand for products from American manufacturers. The Institute for Supply Management's purchasing manager…","https://www.businessinsider.com/ism-manufacturing-factory-data-contraction-first-since-2016-trade-war-2019-9",null,"2019-09-03T15:19:35Z",null,0,2,2,14,0
"the-new-york-times","The New York Times","Florence Fabricant","Natural Wines Will Get Some New Showcases This Fall","Four wine bars zero in on a rising segment of the industry.","https://www.nytimes.com/2019/09/03/dining/drinks/natural-wine-bars-nyc.html","https://static01.nyt.com/images/2019/09/04/dining/03preview-winebar2/03preview-winebar2-facebookJumbo.jpg","2019-09-03T17:43:23Z","""Natural has become the attention-grabbing word in the wine world, referring to wines that are made with minimal intervention, like chemical additives or commercial yeast. Natural wines will populate the lists of several restaurants coming this fall, and theyr… [+1196 chars]""",0,1,0,5,0
"business-insider","Business Insider","Dan DeFrancesco","From competition to collaboration: How PayPal turned challengers like Visa and Mastercard into partners and started sharing data to drive even more business","""PayPal inked strategic partnerships over the past three years with more than 40 companies it previously would have considered competitors. Jim Magats, PayPal's senior vice president of payments, product and engineering, told Business Insider the move was mean…""","https://www.businessinsider.com/paypals-visa-mastercard-partners-ebay-partners-payments-2019-8","https://amp.businessinsider.com/images/5d680abc2e22af134b50de42-2732-1366.jpg","2019-09-03T17:47:23Z","PayPal's July 2016 announcement of a strategic partnership with longtime rival Visa didn't spark an ideal reaction from investors. \r\n The deal was a big one for the payment processor and signaled a pivot towards collaboration. PayPal had previously encouraged… [+4298 chars]",0,0,0,3,0
"reuters","Reuters","Brendan Pierson","Trial of actor Cuba Gooding Jr in groping case gets October date","""Judge Herbert Moses of the Manhattan Supreme Court set an Oct. 10 trial date on Tuesday for the actor Cuba Gooding Jr., who was charged with groping a woman at a Manhattan bar in June.""","https://ca.reuters.com/article/entertainmentNews/idCAKCN1VO1X7-OCAEN","https://s3.reutersmedia.net/resources/r/?m=02&d=20190903&t=2&i=1425805240&w=1200&r=LYNXNPEF821EE-OCAEN","2019-09-03T15:36:28Z","""NEW YORK (Reuters) - Judge Herbert Moses of the Manhattan Supreme Court set an Oct. 10 trial date on Tuesday for the actor Cuba Gooding Jr., who was charged with groping a woman at a Manhattan bar in June. \r\nGooding, dressed in a gray suit and tie, appeared c… [+1400 chars]""",0,0,0,0,0
"the-new-york-times","The New York Times","Priya Parmar","Interpreting the Interpreter: Who Was Lafcadio Hearn?","""Through the memories of three women, Monique Truong’s novel “The Sweetest Fruits” paints a portrait of the first Westerner to write about a newly opened Japan.""","https://www.nytimes.com/2019/09/03/books/review/the-sweetest-fruits-monique-truong.html","https://static01.nyt.com/images/2019/08/19/books/review/Parmar1/Parmar1-facebookJumbo.jpg","2019-09-03T09:00:06Z","""Names are important in The Sweetest Fruits; they shift to denote ownership over personal history. The point is clear: No one person is the same to any two others. Thus Hearns name, like the man, is revised in each section. To Rosa, he is Patricio, but to his … [+2434 chars]""",0,4,0,6,0
"al-jazeera-english","Al Jazeera English","Al Jazeera","India's Chandrayaan-2 ready for moon landing","Indian space agency says $140m module has reached distance of 100km from moon's surface and is set to land on Saturday.","https://www.aljazeera.com/news/2019/09/india-chandrayaan-2-ready-moon-landing-190903012517283.html","https://www.aljazeera.com/mritems/Images/2019/9/3/38100444a8884ee5ab05cc278a712986_18.jpg","2019-09-03T01:46:36Z","""The landing module of India's unmanned moon mission separated successfully from the orbiter on Monday ahead of its planned touchdown on the moon's south polar region this weekend, the country's space agency said.\r\nAll the systems of the orbiter and the lander… [+1021 chars]""",0,83,8,49,0
"abc-news","ABC News","The Associated Press","Woman survives 80-foot cliff fall in South Dakota state park","Authorities say a Minnesota woman has escaped with minor injuries after falling more than 80 feet from a cliff at a state park in South Dakota","https://abcnews.go.com/US/wireStory/woman-survives-80-foot-cliff-fall-south-dakota-65359756",null,"2019-09-03T15:56:26Z","Authorities say a Minnesota woman has escaped with minor injuries after falling more than 80 feet (24 meters) from a cliff at a state park in South Dakota.\r\nMinnehaha County sheriff's Sgt. Scott Dubbe says the fall happened Monday evening at the Palisades Sta… [+345 chars]",1,0,0,8,0
"cbs-news","CBS News","CBS News","Philadelphia district attorney exonerates 9 people in 19 months","""Larry Krasner says, \""When somebody sits in a jail cell for a crime they did not commit, that is an injustice\""""","https://www.cbsnews.com/news/philadelphia-district-attorney-larry-krasner-exonerates-nine-people-in-19-months/","https://cbsnews2.cbsistatic.com/hub/i/r/2019/09/03/541f4e49-25c3-4781-a65c-bd83cfee2eba/thumbnail/1200x630/569fb8c60f593699ba4c719426bff061/larry-krasner-philadelphia-da.jpg","2019-09-03T13:29:40Z","""Chester Hollman spent 27 years and 11 months in prison; Terrance Lewis spent 21 years, five months, five days; and Johnny Berry spent approximately 24 years in prison. They have always maintained their innocence.\r\nTogether they spent nearly 74 years in prison… [+4849 chars]""",0,354,21,142,0
"bbc-news","BBC News",null,"Keith Hill: New Bolton Wanderers boss won't 'mentally ruin' young players","New Bolton boss Keith Hill says he will protect the \"special group\" of young players that helped ensure the club's survival.","https://www.bbc.co.uk/sport/football/49564550","https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/12E62/production/_108601477_hill_get.jpg","2019-09-03T15:07:38Z","Bolton fielded the youngest side in their history when they drew 0-0 with Coventry in League One in August\r\nNew Bolton Wanderers manager Keith Hill says he will protect the \"special group\" of young players that helped ensure the survival of the crisis club.\r\n… [+2827 chars]",0,7,0,3,0
"business-insider","Business Insider","Sonam Sheth","Trump said he skipped a diplomatic trip to monitor Hurricane Dorian. Then he spent the weekend golfing.","""President Donald Trump told reporters last week that he was canceling a highly anticipated diplomatic trip to Poland so he could monitor Hurricane Dorian from Camp David. Trump spent hours playing golf at the Trump National Golf Club in Sterling, Virginia thr…""","https://www.businessinsider.com/trump-skipped-poland-trip-hurricane-dorian-golfed-all-weekend-2019-9","https://amp.businessinsider.com/images/5c8fb32c5b066e058756a8e2-1920-960.jpg","2019-09-03T15:31:09Z","President Donald Trump announced last week that he was canceling a diplomatic trip to Poland so he could monitor Hurricane Dorian from Camp David as the Category 4 storm made its way toward the southeastern US. Trump said he canceled the trip because it was \"… [+4010 chars]",0,1161,1100,347,0
"cbs-news","CBS News","CBS News","9/3: CBSN AM","Deadly storm nears Florida coast; Protests continue in Hong Kong","https://www.cbsnews.com/video/93-cbsn-am/","https://cbsnews3.cbsistatic.com/hub/i/r/2019/09/03/c50e60b0-8643-412e-a3d0-236dc2dca76a/thumbnail/1200x630/a7c7b93a5c908074984a25a0cac2b9f5/0903-cbsn-am-full-1925603-640x360.jpg","2019-09-03T16:15:31Z",null,1,0,0,0,0
"reuters","Reuters","Reuters Editorial","""Illinois joins lawsuit to ask court to stop merger of T-Mobile, Sprint""","""Illinois has joined a multistate lawsuit aimed at stopping the merger of U.S. wireless carriers T-Mobile US Inc and Sprint Corp, the New York attorney general's office, which is leading the effort along with California, said Tuesday.""","https://www.reuters.com/article/sprint-ma-tmobile-illinois-idUSL2N25U102","https://s4.reutersmedia.net/resources_v2/images/rcom-default.png","2019-09-03T17:04:14Z","""WASHINGTON, Sept 3 (Reuters) - Illinois has joined a multistate lawsuit aimed at stopping the merger of U.S. wireless carriers T-Mobile US Inc and Sprint Corp, the New York attorney general’s office, which is leading the effort along with California, said Tue… [+200 chars]""",0,0,0,0,0
